"","gene_id","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","X6_1","X7_1","X8_1","X9_1","X21_1","X22_1","X23_1","X25_1","X26_1","X27_1","X29_1","X34_1","length","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare"
"188","plut2.m8.20774","GO:0031056",0.0387210049950039,0.999432194084355,1,4,"regulation of histone modification","BP",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"189","plut2.m8.20774","GO:0016589",0.0225084929872222,0.999872732255487,1,2,"NURF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.45629209085948,0.326101044644655,-4.46576947475395,7.97814804535986e-06,0.00235738932147989,"CvsMid"
"190","plut2.m8.20774","GO:0016589",0.0225084929872222,0.999872732255487,1,2,"NURF complex","CC",27,21,15,9,38,23,25,25,13,20,22,11,941,21.031404190259,-1.34595686787312,0.321723898446725,-4.18357751591153,2.86957181454139e-05,0.00760189153972905,"CvsHigh"
"191","plut2.m8.20873","GO:0051724",0.0118078684783453,1,1,1,"NAD transmembrane transporter activity","MF",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.46520476498522,0.374926253162401,-3.9079812433155,9.30705296876501e-05,0.0190670491820099,"CvsHigh"
"192","plut2.m8.20873","GO:0051724",0.0118078684783453,1,1,1,"NAD transmembrane transporter activity","MF",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.44873509448193,0.380718990935103,-3.80526091152852,0.000141654789347942,0.0241836204259014,"CvsMid"
"193","plut2.m8.20873","GO:0019646",0.0118078684783453,1,1,1,"aerobic electron transport chain","BP",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.46520476498522,0.374926253162401,-3.9079812433155,9.30705296876501e-05,0.0190670491820099,"CvsHigh"
"194","plut2.m8.20873","GO:0019646",0.0118078684783453,1,1,1,"aerobic electron transport chain","BP",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.44873509448193,0.380718990935103,-3.80526091152852,0.000141654789347942,0.0241836204259014,"CvsMid"
"195","plut2.m8.20873","GO:1990549",0.0118078684783453,1,1,1,"mitochondrial NAD transmembrane transport","BP",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.46520476498522,0.374926253162401,-3.9079812433155,9.30705296876501e-05,0.0190670491820099,"CvsHigh"
"196","plut2.m8.20873","GO:1990549",0.0118078684783453,1,1,1,"mitochondrial NAD transmembrane transport","BP",35,52,23,7,26,20,37,24,28,15,28,21,1203,27.3196248908611,-1.44873509448193,0.380718990935103,-3.80526091152852,0.000141654789347942,0.0241836204259014,"CvsMid"
"197","plut2.m8.21315","GO:0071476",0.0357600724214338,0.999516329660811,1,4,"cellular hypotonic response","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"198","plut2.m8.21315","GO:0046713",0.00728688821680111,1,1,1,"borate transport","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"199","plut2.m8.21315","GO:0015106",0.0154055329692062,0.999940597597069,1,2,"bicarbonate transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"200","plut2.m8.21315","GO:2000739",0.014621855333603,0.999946508807641,1,2,"regulation of mesenchymal stem cell differentiation","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"201","plut2.m8.21315","GO:0005372",0.00728688821680111,1,1,1,"water transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"202","plut2.m8.21315","GO:0005452",0.0148605075845783,0.999944741721914,1,2,"inorganic anion exchanger activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"203","plut2.m8.21315","GO:0015701",0.0154055329692062,0.999940597597069,1,2,"bicarbonate transport","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"204","plut2.m8.21315","GO:0042044",0.00728688821680111,1,1,1,"fluid transport","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"205","plut2.m8.21315","GO:0051881",0.00586521989546382,0.999811629414727,2,12,"regulation of mitochondrial membrane potential","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"206","plut2.m8.21315","GO:0030003",0.0154924937267615,0.99993992241782,1,2,"cellular cation homeostasis","BP",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"207","plut2.m8.21315","GO:0046715",0.00728688821680111,1,1,1,"active borate transmembrane transporter activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"208","plut2.m8.21315","GO:0015252",0.00728688821680111,1,1,1,"proton channel activity","MF",692,175,141,245,156,96,157,593,386,102,143,75,3929,200.598716386052,0.863264960067657,0.236874220392599,3.6444023272641,0.000268013891227625,0.0452531147111259,"CvsHigh"
"209","plut2.m8.21703","GO:0048626",0.00799268677291317,1,1,1,"myoblast fate specification","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"210","plut2.m8.21703","GO:0048626",0.00799268677291317,1,1,1,"myoblast fate specification","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"211","plut2.m8.21703","GO:0035169",0.00799268677291317,1,1,1,"lymph gland plasmatocyte differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"212","plut2.m8.21703","GO:0035169",0.00799268677291317,1,1,1,"lymph gland plasmatocyte differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"213","plut2.m8.21703","GO:0035170",0.00799268677291317,1,1,1,"lymph gland crystal cell differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"214","plut2.m8.21703","GO:0035170",0.00799268677291317,1,1,1,"lymph gland crystal cell differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"215","plut2.m8.21703","GO:0004672",0.0110176326401252,0.996109817578153,10,439,"protein kinase activity","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"216","plut2.m8.21703","GO:0004672",0.0110176326401252,0.996109817578153,10,439,"protein kinase activity","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"217","plut2.m8.21703","GO:2001107",0.017354603856078,0.999924540957689,1,2,"negative regulation of Rho guanyl-nucleotide exchange factor activity","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"218","plut2.m8.21703","GO:2001107",0.017354603856078,0.999924540957689,1,2,"negative regulation of Rho guanyl-nucleotide exchange factor activity","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"219","plut2.m8.21703","GO:0007500",0.0152913578646753,0.999941478235028,1,2,"mesodermal cell fate determination","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"220","plut2.m8.21703","GO:0007500",0.0152913578646753,0.999941478235028,1,2,"mesodermal cell fate determination","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"221","plut2.m8.21703","GO:1903977",0.00799268677291317,1,1,1,"positive regulation of glial cell migration","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"222","plut2.m8.21703","GO:1903977",0.00799268677291317,1,1,1,"positive regulation of glial cell migration","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"223","plut2.m8.21703","GO:0010002",0.0479512302431487,0.999068221910468,1,5,"cardioblast differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"224","plut2.m8.21703","GO:0010002",0.0479512302431487,0.999068221910468,1,5,"cardioblast differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"225","plut2.m8.21703","GO:0007506",0.00799268677291317,1,1,1,"gonadal mesoderm development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"226","plut2.m8.21703","GO:0007506",0.00799268677291317,1,1,1,"gonadal mesoderm development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"227","plut2.m8.21703","GO:0005524",0.0184355808572816,0.991451998360036,15,833,"ATP binding","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"228","plut2.m8.21703","GO:0005524",0.0184355808572816,0.991451998360036,15,833,"ATP binding","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"229","plut2.m8.21703","GO:0098975",0.00799268677291317,1,1,1,"postsynapse of neuromuscular junction","CC",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"230","plut2.m8.21703","GO:0098975",0.00799268677291317,1,1,1,"postsynapse of neuromuscular junction","CC",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"231","plut2.m8.21703","GO:0006468",0.00984472015569677,0.996583281523867,10,425,"protein phosphorylation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"232","plut2.m8.21703","GO:0006468",0.00984472015569677,0.996583281523867,10,425,"protein phosphorylation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"233","plut2.m8.21703","GO:0007523",0.00799268677291317,1,1,1,"larval visceral muscle development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"234","plut2.m8.21703","GO:0007523",0.00799268677291317,1,1,1,"larval visceral muscle development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"235","plut2.m8.21703","GO:0007525",0.0397522372282473,0.999361799972976,1,5,"somatic muscle development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"236","plut2.m8.21703","GO:0007525",0.0397522372282473,0.999361799972976,1,5,"somatic muscle development","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"237","plut2.m8.21703","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"238","plut2.m8.21703","GO:0004713",0.00238701738761054,0.999579722527025,6,145,"protein tyrosine kinase activity","MF",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"239","plut2.m8.21703","GO:0008360",0.0231324117823088,0.998365526272723,2,24,"regulation of cell shape","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"240","plut2.m8.21703","GO:0008360",0.0231324117823088,0.998365526272723,2,24,"regulation of cell shape","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"241","plut2.m8.21703","GO:0110122",0.00799268677291317,1,1,1,"myotube cell migration","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"242","plut2.m8.21703","GO:0110122",0.00799268677291317,1,1,1,"myotube cell migration","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"243","plut2.m8.21703","GO:0042065",0.00799268677291317,1,1,1,"glial cell growth","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"244","plut2.m8.21703","GO:0042065",0.00799268677291317,1,1,1,"glial cell growth","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"245","plut2.m8.21703","GO:0007509",0.0160478248631113,0.999935520007851,1,2,"mesoderm migration involved in gastrulation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"246","plut2.m8.21703","GO:0007509",0.0160478248631113,0.999935520007851,1,2,"mesoderm migration involved in gastrulation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"247","plut2.m8.21703","GO:0045792",0.0465161137647502,0.99509676192366,2,38,"negative regulation of cell size","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"248","plut2.m8.21703","GO:0045792",0.0465161137647502,0.99509676192366,2,38,"negative regulation of cell size","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"249","plut2.m8.21703","GO:0061320",0.00799268677291317,1,1,1,"pericardial nephrocyte differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"250","plut2.m8.21703","GO:0061320",0.00799268677291317,1,1,1,"pericardial nephrocyte differentiation","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"251","plut2.m8.21703","GO:0007493",0.0154833794880869,0.999939993362839,1,2,"endodermal cell fate determination","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,-1.97124402632247,0.527141312151018,-3.73949827282316,0.000184387915007904,0.0298223190957521,"CvsMid"
"252","plut2.m8.21703","GO:0007493",0.0154833794880869,0.999939993362839,1,2,"endodermal cell fate determination","BP",44,7,22,12,159,15,10,66,22,17,87,9,2799,36.0511995741304,2.38346160656204,0.548585068614652,4.34474385637403,1.39438269359726e-05,0.0226256021819826,"MidvsHigh"
"253","plut2.m8.21905","GO:0030027",0.0236720156766533,0.996676694876484,3,58,"lamellipodium","CC",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"254","plut2.m8.21905","GO:0004673",0.0119974575638328,1,1,1,"protein histidine kinase activity","MF",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"255","plut2.m8.21905","GO:0018106",0.0119974575638328,1,1,1,"peptidyl-histidine phosphorylation","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"256","plut2.m8.21905","GO:0045618",0.041588767856955,0.999344162129402,1,4,"positive regulation of keratinocyte differentiation","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"257","plut2.m8.21905","GO:0019215",0.0203925544446221,0.99989564849752,1,2,"intermediate filament binding","MF",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"258","plut2.m8.21905","GO:0006241",0.0370468429029212,0.999537830880437,1,3,"CTP biosynthetic process","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"259","plut2.m8.21905","GO:0005524",0.0184355808572816,0.991451998360036,15,833,"ATP binding","MF",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"260","plut2.m8.21905","GO:0006228",0.0197894598018295,0.999901759744469,1,2,"UTP biosynthetic process","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"261","plut2.m8.21905","GO:0005576",0.0438769750138629,0.979067108014765,12,695,"extracellular region","CC",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"262","plut2.m8.21905","GO:0045944",0.044572701166897,0.983625155341021,7,327,"positive regulation of transcription by RNA polymerase II","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"263","plut2.m8.21905","GO:0007229",0.0152151155751101,0.999153663785063,2,19,"integrin-mediated signaling pathway","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"264","plut2.m8.21905","GO:0006183",0.0356358502188503,0.999519709817,1,4,"GTP biosynthetic process","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"265","plut2.m8.21905","GO:0002762",0.0200015494645691,0.999899631843694,1,2,"negative regulation of myeloid leukocyte differentiation","BP",161,33,14,35,29,42,39,107,87,20,9,10,1180,36.5947694584531,1.36251190883715,0.289448815522775,4.70726372252143,2.5106401808545e-06,0.000989127855867419,"CvsMid"
"266","plut2.m8.22300","GO:0007596",0.0194088468311825,0.998767099377359,2,20,"blood coagulation","BP",42,55,13,0,74,61,40,37,27,34,22,12,957,33.4385811254953,-2.09145136483422,0.453911054626533,-4.60762377015694,4.0729676595161e-06,0.00156452870221162,"CvsHigh"
"267","plut2.m8.22300","GO:0007599",0.0281615252975034,0.997778666704797,2,26,"hemostasis","BP",42,55,13,0,74,61,40,37,27,34,22,12,957,33.4385811254953,-2.09145136483422,0.453911054626533,-4.60762377015694,4.0729676595161e-06,0.00156452870221162,"CvsHigh"
"268","plut2.m8.22300","GO:0005576",0.0438769750138629,0.979067108014765,12,695,"extracellular region","CC",42,55,13,0,74,61,40,37,27,34,22,12,957,33.4385811254953,-2.09145136483422,0.453911054626533,-4.60762377015694,4.0729676595161e-06,0.00156452870221162,"CvsHigh"
"269","plut2.m8.22577","GO:1901564",0.0268259401168962,0.996036605354331,3,65,"organonitrogen compound metabolic process","BP",33,52,34,11,47,24,39,54,23,28,40,22,2361,35.1742184181123,-1.29524328991157,0.332647453529349,-3.89374178629417,9.87097201882199e-05,0.019956248035421,"CvsHigh"
"270","plut2.m8.22577","GO:1901564",0.0268259401168962,0.996036605354331,3,65,"organonitrogen compound metabolic process","BP",33,52,34,11,47,24,39,54,23,28,40,22,2361,35.1742184181123,-1.53693646658724,0.333757733163937,-4.60494638436533,4.1257214171778e-06,0.00144072067215766,"CvsMid"
"271","plut2.m8.22609","GO:0004307",0.0279692066342407,0.999802938195813,1,2,"ethanolaminephosphotransferase activity","MF",814,183,138,296,191,82,168,637,499,120,134,80,5791,221.892315378518,1.04076017555212,0.240670589805245,4.32441777117148,1.52935234395534e-05,0.00479561199283138,"CvsHigh"
"272","plut2.m8.22609","GO:0016780",0.0225106875723368,0.999830492261096,1,3,"phosphotransferase activity, for other substituted phosphate groups","MF",814,183,138,296,191,82,168,637,499,120,134,80,5791,221.892315378518,1.04076017555212,0.240670589805245,4.32441777117148,1.52935234395534e-05,0.00479561199283138,"CvsHigh"
"273","plut2.m8.22609","GO:0006646",0.000504795751142201,0.999996907964649,2,4,"phosphatidylethanolamine biosynthetic process","BP",814,183,138,296,191,82,168,637,499,120,134,80,5791,221.892315378518,1.04076017555212,0.240670589805245,4.32441777117148,1.52935234395534e-05,0.00479561199283138,"CvsHigh"
"274","plut2.m8.23195","GO:2000146",0.0296203256487854,0.999705558129423,1,3,"negative regulation of cell motility","BP",57,48,22,15,34,37,28,47,22,37,13,18,1510,30.8714106323603,-1.19363683917824,0.320375083832281,-3.72574803539689,0.000194736854911919,0.0358789064613165,"CvsHigh"
"275","plut2.m8.23195","GO:0005912",0.0370604928859387,0.996578409202666,2,31,"adherens junction","CC",57,48,22,15,34,37,28,47,22,37,13,18,1510,30.8714106323603,-1.19363683917824,0.320375083832281,-3.72574803539689,0.000194736854911919,0.0358789064613165,"CvsHigh"
"276","plut2.m8.23282","GO:2000809",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle clustering","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"277","plut2.m8.23282","GO:2000809",0.00799025393237928,1,1,1,"positive regulation of synaptic vesicle clustering","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"278","plut2.m8.23282","GO:1990646",0.0159647986016381,0.999936188178146,1,2,"cellular response to prolactin","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"279","plut2.m8.23282","GO:1990646",0.0159647986016381,0.999936188178146,1,2,"cellular response to prolactin","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"280","plut2.m8.23282","GO:1900452",0.0159739125134064,0.999936115003554,1,2,"regulation of long-term synaptic depression","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"281","plut2.m8.23282","GO:1900452",0.0159739125134064,0.999936115003554,1,2,"regulation of long-term synaptic depression","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"282","plut2.m8.23282","GO:1900118",0.00799025393237928,1,1,1,"negative regulation of execution phase of apoptosis","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
"283","plut2.m8.23282","GO:1900118",0.00799025393237928,1,1,1,"negative regulation of execution phase of apoptosis","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.27575356246326,0.53422584505205,4.25990914430868,2.04510017831407e-05,0.00561124361424922,"CvsHigh"
"284","plut2.m8.23282","GO:0046902",0.0241675940035822,0.999853154226046,1,2,"regulation of mitochondrial membrane permeability","BP",122,10,18,93,202,13,17,126,84,11,59,16,2803,54.4385855545219,2.41733879702941,0.538519299947797,4.48886195399821,7.16046781665121e-06,0.0185900065455899,"MidvsHigh"
